"phi, theta, psi, x, y, y_pred, h, h_err, h_err_pred, y_err_NN, h_err_NN"
0.0,0.0,7.629394502828291e-07,8999.999926831157,-0.0015153796446156775,2.232943534851074,847.9085693359375,0.001440376816844946,-1.5359848737716675,-2.23445891449569,1.5374252505885124
0.021973777562379837,0.15434978902339935,-0.021872711181643467,8993.68356097387,-0.06981235819148424,-0.3271591067314148,847.8651123046875,-0.2861292996528846,-2.6850967407226562,0.25734674853993056,2.3989674410697717
0.04362944886088371,0.3004390597343445,-0.04923171997070597,8986.87743491156,-0.1472315227222225,-2.693552017211914,847.8348999023438,-0.6126108497551286,-3.3642501831054688,2.5463204944896916,2.75163933335034
0.052865903824567795,0.18674324452877045,-0.03189773559570597,8981.30171109644,-0.20855651862120794,-1.048193335533142,847.8241577148438,-0.8940799653012164,-3.3800528049468994,0.8396368169119341,2.485972839645683
0.06493120640516281,-0.07988705486059189,0.023842620849606533,8975.286183199787,-0.2763908225160776,-1.7581522464752197,847.8193969726562,-1.204579681392488,-3.546501636505127,1.4817614239591421,2.341921955112639
0.0775362104177475,-0.25317856669425964,0.09826354980468466,8969.444120173443,-0.3437047408069702,-1.2039480209350586,847.8114013671875,-1.5027536255659015,-5.416595935821533,0.8602432801280884,3.9138423102556317
0.0917319506406784,-0.40434229373931885,0.18287734985351278,8963.50283568107,-0.4119320713966772,-2.399665594100952,847.7966918945312,-1.7994136792436848,-4.624253273010254,1.987733522704275,2.824839593766569
0.10568973422050476,-0.4701250493526459,0.2863967895507784,8956.626330558001,-0.48692342780077524,-0.5019608736038208,847.7678833007812,-2.1309874482221858,-6.548720359802246,0.015037445803045557,4.41773291158006
0.12205211073160172,-0.5744437575340271,0.36376266479491903,8949.97096886649,-0.5619550831672768,1.3095203638076782,847.7302856445312,-2.442182518549771,-7.384894847869873,-1.871475446974955,4.942712329320102
0.13621532917022705,-0.8608612418174744,0.36878280639648153,8943.865534972134,-0.6277720176196908,-1.6825804710388184,847.6876220703125,-2.719491176293559,-4.718908786773682,1.0548084534191275,1.9994176104801227
0.13611102104187012,-0.8313814997673035,0.32953720092773153,8937.353003745038,-0.6947222582105042,1.3663709163665771,847.6229858398438,-2.9961622449484366,-6.617711544036865,-2.0610931745770813,3.6215492990884286
0.1336001604795456,-0.6129225492477417,0.2618453979492159,8931.40378534628,-0.757255683188987,-2.367710590362549,847.5529174804688,-3.2378792103221485,-4.925170421600342,1.6104549071735619,1.6872912112781933
0.12256769835948944,-0.4523616433143616,0.1937606811523409,8926.098265085906,-0.8105569752640349,-1.1149741411209106,847.4896240234375,-3.452636288078338,-8.196187019348145,0.3044171658568757,4.743550731269806
0.10849054157733917,-0.681341826915741,0.13467483520507528,8920.013048909466,-0.8716511273557899,0.0409640371799469,847.4234008789062,-3.705325809811484,-7.775259017944336,-0.9126151645357368,4.069933208132852
0.09965574741363525,-1.2232062816619873,0.08098678588866903,8914.32154503458,-0.9268140680073884,-2.667224407196045,847.3595581054688,-3.9397621152374995,-6.461665153503418,1.7404103391886565,2.5219030382659184
0.08738690614700317,-1.4352189302444458,0.05379943847655966,8908.338723886722,-0.9892723700445458,-0.4860140383243561,847.271484375,-4.1652347549757,-7.210944652557373,-0.5032583317201897,3.0457098975816734
0.08181484788656235,-1.188551664352417,0.06038360595702841,8902.161324150331,-1.0515227152482112,-3.764862060546875,847.1578979492188,-4.375392131122339,-8.33784294128418,2.713339345298664,3.9624508101618403
0.07666084170341492,-0.9856642484664917,0.11924057006835653,8895.662868735388,-1.1189585174640797,-3.785038948059082,847.0313110351562,-4.589374834126829,-6.801934719085693,2.6660804305950023,2.212559884958864
0.07938811182975769,-0.9661523103713989,0.2523048400878878,8888.822243923663,-1.1908514342553644,-3.032011032104492,846.8992919921875,-4.815857746449069,-8.911827087402344,1.8411595978491277,4.095969340953275
0.09310150891542435,-1.2707152366638184,0.40827255249023153,8882.247958323165,-1.2567554286542872,-1.172599196434021,846.7744140625,-5.035523525456142,-8.777685165405273,-0.08415623222026625,3.7421616399491313
0.11026281863451004,-1.6650038957595825,0.5169876098632784,8876.654985133338,-1.3153173006833185,-3.824131488800049,846.6615600585938,-5.215784826018307,-8.123038291931152,2.5088141881167303,2.907253465912845
0.12132428586483002,-1.7786500453948975,0.6063240051269503,8870.74006026465,-1.3736135049264249,-4.750492095947266,846.5230712890625,-5.387284133480989,-7.958203315734863,3.3768785910208408,2.570919182253874
0.12709417939186096,-1.5135905742645264,0.6982276916503878,8864.55631340315,-1.4313087256409744,-7.3901591300964355,846.3597412109375,-5.548030496015599,-9.506969451904297,5.958850404455461,3.958938955888698
0.12891943752765656,-1.3481416702270508,0.8140533447265597,8858.26085604475,-1.4905705781509369,-3.4215247631073,846.1901245117188,-5.7083447365218944,-8.181201934814453,1.930954184956363,2.4728571982925587
0.14311476051807404,-1.436559796333313,0.9175689697265597,8851.237245675058,-1.5561511938124113,-3.482785224914551,846.0040283203125,-5.890340367140425,-7.96518611907959,1.9266340311021395,2.074845751939165
0.15392671525478363,-1.529984951019287,0.9414871215820284,8845.1892913719,-1.605522218938404,-1.442030429840088,845.841552734375,-6.044824635436726,-8.983818054199219,-0.16349178909831608,2.938993418762493
0.16048845648765564,-1.6498150825500488,0.8877418518066378,8839.139750287464,-1.6537544629420609,-6.28701639175415,845.6749877929688,-6.195302707947349,-8.995453834533691,4.6332619288120895,2.800151126586343
